AQICN_URL,country,city,street,latitude,longitude
https://api.waqi.info/feed/A63646/,sweden,vaxjo,furuby,56.891953,15.090008
https://api.waqi.info/feed/A59650/,sweden,tingsryd,marslycke,56.521947248852015,14.950156915403266
